index,plant,county,distance,cost,fpfactor,adjusted_cost
43.0_129,9080,48255,433.2480495205687,74.07935412270201,1.005904005,74.18869534198632
43.0_195,9080,48389,652.9199210690493,108.52394483885688,1.053944975,109.98752521166526
43.0_114,9080,48225,215.7601172620749,39.97720549739047,1.018099021,40.15809256784512
43.0_72,9080,48141,878.2306204183101,143.85270481322232,1.065400899,146.2047288678139
43.0_33,9080,48065,500.1213611444014,84.56510194503277,0.924234356,82.963319592835
43.0_163,9080,48325,426.5605473,73.03075252234476,0.9656235,72.40311710632366
43.0_243,9080,48485,211.36752537167965,39.28844626398824,0.920169351,38.50434072312429
43.0_36,9080,48071,402.136638246578,69.20107899,0.982622612,68.90044549009303
43.0_65,9080,48129,432.0678556030789,73.89429949478321,0.906865698,72.17377599347682
43.0_113,9080,48223,140.22310635311712,28.132987999992032,1.046923603,28.463013290020882
43.0_141,9080,48281,208.36802411625447,38.81812390379061,0.920538897,38.04699116834414
43.0_74,9080,48145,164.79561512918227,31.985961991129045,0.97560124,31.790857538631375
43.0_215,9080,48429,173.74290517911223,33.38889875138034,1.000360816,33.391910563603304
43.0_227,9080,48453,277.2125762982671,49.612962615869634,1.002208546,49.64035574340299
43.0_197,9080,48393,492.5121263468434,83.37197249965831,1.281954811,89.2487546868679
43.0_54,9080,48107,414.1847810179453,71.09023004115063,0.973014418,70.61062723310705
43.0_133,9080,48265,372.5613142429477,64.56366263,1.014773108,64.80211412022713
43.0_250,9080,48499,150.0497751118355,29.673811506940574,0.970058051,29.451688569246464
43.0_120,9080,48237,124.02893303807096,25.593738582707687,1.010338556,25.659889157604358
43.0_155,9080,48315,246.05148501570736,44.72689765028922,0.938277101,44.03672920372618
43.0_96,9080,48189,474.1809208429584,80.49763603380043,0.854759722,77.57476127482744
43.0_123,9080,48243,714.3138693673134,118.1505274626398,1.215436544,124.51401278972185
43.0_220,9080,48439,29.162891758680843,10.718725492971725,0.994448082,10.703848121721352
43.0_237,9080,48473,316.9063777434125,55.83695813750204,0.992969898,55.73882325973294
43.0_192,9080,48383,454.9703451828799,77.48541416,0.997404449,77.4351348239479
43.0_212,9080,48423,165.88638761291094,32.15699532143955,0.95379803,31.78556618815673
43.0_234,9080,48467,109.25062269564393,23.276496745448256,0.97560124,23.13451733101501
43.0_49,9080,48097,102.05990252624306,22.14899047237155,0.992969898,22.1100630568171
43.0_254,9080,48507,505.04394036796873,85.33696329181518,1.092008206,87.29988851630712
43.0_97,9080,48191,396.5067426194434,68.31831030009045,0.921647535,66.9800832959287
43.0_131,9080,48259,350.7759730675061,61.14771705,1.00368673,61.20407583071994
43.0_89,9080,48175,454.51068687316825,77.41333965300095,1.108268226,79.50869089124242
43.0_251,9080,48501,548.5915729488404,92.16524025933114,1.056531797,93.46780692253033
43.0_138,9080,48275,274.7154054109997,49.2214057517436,1.071313634,50.09894508042994
43.0_161,9080,48309,133.18373537012528,27.029213307769687,0.942342106,26.639601428818995
43.0_22,9080,48043,679.3297264718999,112.66500728614308,1.186611962,117.92116680074594
43.0_183,9080,48365,259.6895325884555,46.86534607110621,0.943081198,46.19846623268552
43.0_10,9080,48019,395.6041663,68.17678615665191,1.045075873,68.94506819523826
43.0_185,9080,48369,573.6994084732519,96.10215358515048,0.970058051,95.38278213979129
43.0_199,9080,48397,56.62799819691764,15.02525934080628,0.990013531,14.987747019150298
43.0_228,9080,48455,252.97378927805585,45.812316258727975,0.977818515,45.558269957250914
43.0_18,9080,48035,111.40114135024166,23.613698474385718,1.009969011,23.672549779346177
43.0_41,9080,48081,347.0943978094832,60.57044535358101,1.045445419,61.25860767060853
43.0_81,9080,48159,171.8939088164653,33.098975774450736,0.98373125,32.96435603391809
43.0_110,9080,48217,84.14170987414246,19.33941449924288,0.966732137,19.178569251227625
43.0_29,9080,48057,472.1670340595453,80.18185820792604,0.977448969,79.7298123154049
43.0_119,9080,48235,409.97405674139566,70.42998768375658,1.095334119,72.10858289050952
43.0_165,9080,48329,485.14795606200295,82.21726921590438,0.964145316,81.48030066413459
43.0_25,9080,48049,218.11773386991456,40.34688022429207,1.026968123,40.61890013143081
43.0_247,9080,48493,409.1355966556306,70.29851698483446,0.996295811,70.23341723650158
43.0_180,9080,48359,597.0354246556657,99.76124530537292,0.914995708,97.64121179881754
43.0_82,9080,48161,138.9767681835886,27.93756194093077,0.980405337,27.800705163112227
43.0_202,9080,48403,333.72369726070383,58.47391699633372,1.002947638,58.517006981270534
43.0_59,9080,48117,575.8601658953379,96.44096075475308,0.914995708,94.39148685756369
43.0_3,9080,48005,277.952773025072,49.729025601651614,0.98373125,49.5267683303374
43.0_132,9080,48263,358.3467875943137,62.33482218519365,0.999991271,62.33468615502794
43.0_194,9080,48387,205.03629676061013,38.29570842868204,1.022903118,38.51498121094096
43.0_136,9080,48271,498.6351769189844,84.33206797936185,0.986318071,84.04361163773265
43.0_61,9080,48121,53.26951621833371,14.49864873579591,0.981144428,14.430303657010784
43.0_218,9080,48435,418.9847186451314,71.84286116258671,0.999621725,71.83606707301016
43.0_95,9080,48187,361.85136931236207,62.88434125679156,0.982622612,62.61114985750564
43.0_248,9080,48495,579.7101998677416,97.04464680471452,1.085356379,99.1154917178606
43.0_64,9080,48127,547.7324412163084,92.03052824231357,1.099399124,94.31746671444938
43.0_249,9080,48497,82.12873527655177,19.02377970427676,0.991122168,18.981557224221863
43.0_107,9080,48211,457.9719821627504,77.95607140448556,1.04359769,78.80574756316321
43.0_188,9080,48375,540.9743715557559,90.97086165028188,0.901322509,88.72666755484238
43.0_38,9080,48075,359.09751912463526,62.45253703014562,0.861781095,60.29450670945096
43.0_245,9080,48489,697.6615383033649,115.53943882427934,0.953058938,114.18355283395542
43.0_11,9080,48021,293.86345041690123,52.22382280493117,0.985209434,52.03071783043901
43.0_134,9080,48267,362.2717380538936,62.95025515441464,1.004056276,63.01409105670882
43.0_208,9080,48415,368.6943118602106,63.95731593349151,1.017359929,64.23488954940049
43.0_179,9080,48357,527.2392714539943,88.81719537468783,1.001839,88.85802908026135
43.0_99,9080,48195,561.3844602292858,94.17116739,1.00368673,94.25796330698793
43.0_104,9080,48205,621.2063129213176,103.55124512504736,0.960449857,102.52737848691645
43.0_31,9080,48061,733.4226370346323,121.14678582176084,0.966362591,120.12801982583035
43.0_158,9080,48321,439.7100598930763,75.09259856,0.982253066,74.75943271236679
43.0_27,9080,48053,244.31937945894035,44.45530317367527,0.997404449,44.426456672023335
43.0_190,9080,48379,112.3026598922318,23.75505675108716,0.97190578,23.58821180346778
43.0_106,9080,48209,313.5336706056865,55.308117024866505,1.002208546,55.338654655022204
43.0_157,9080,48319,308.9438420862794,54.58843105099151,1.05357543,55.319580717637066
43.0_238,9080,48475,593.2933198263053,99.17448256531122,1.002947638,99.24756518367118
43.0_60,9080,48119,141.8681829256716,28.39093631553624,1.022164026,28.548250678201715
43.0_178,9080,48355,559.0287828873493,93.80179673793874,0.971536234,93.13430863975668
43.0_30,9080,48059,229.92459238164105,42.19819785641874,1.012555832,42.330656227165726
43.0_14,9080,48027,194.3538511618457,36.62069895,0.930886183,35.987949878589404
43.0_37,9080,48073,198.2486488879886,37.231403967442766,0.977448969,37.021502331181935
43.0_71,9080,48139,46.74898649615128,13.476228450713895,0.980405337,13.410212911963207
43.0_152,9080,48303,461.4322162593165,78.49863676070596,0.88395385,76.22127061662387
43.0_222,9080,48443,558.4405753231705,93.70956568140215,1.145222819,97.11175750528187
43.0_53,9080,48105,475.5040730270836,80.70510654477717,1.077595915,82.2707031916558
43.0_7,9080,48013,451.1291115204401,76.88310800258752,0.987426709,76.64143958011229
43.0_69,9080,48135,532.4415046041443,89.63290650968119,0.952319846,88.56447881321888
43.0_21,9080,48041,239.23534289026128,43.65812528485546,0.979666245,43.43619187903007
43.0_4,9080,48007,511.25479105304106,86.31082584571641,0.956384852,85.36971098490062
43.0_57,9080,48113,19.41993163681475,9.191027516003231,1.002947638,9.197800471494535
43.0_115,9080,48227,421.0922459884335,72.17332184583866,0.923125718,70.78625377172523
43.0_173,9080,48345,383.0034257633858,66.20098768,1.145222819,68.60446119286846
43.0_203,9080,48405,304.6911795283764,53.92161276320468,0.97375351,53.56779949566135
43.0_159,9080,48323,545.8969155762398,91.74271747721424,0.992969898,91.58147731180875
43.0_73,9080,48143,128.73674498807247,26.331924380658776,1.017359929,26.446204465079177
43.0_63,9080,48125,367.18635862801904,63.72086858346983,1.063922715,64.73917131397323
43.0_28,9080,48055,327.43149209327504,57.48729804431952,0.981144428,57.21630907247949
43.0_58,9080,48115,465.3225203744436,79.10863717660972,0.954906668,78.21681916654163
43.0_32,9080,48063,189.35777149732428,35.83731272275939,0.938277101,35.28431701435482
43.0_67,9080,48131,579.5714494983386,97.02289072073292,0.988904893,96.75377088223397
43.0_117,9080,48231,94.11328570709615,20.902959462647036,0.980405337,20.80056285105373
43.0_167,9080,48333,205.3968846676589,38.35224868023058,0.988904893,38.24586810453114
43.0_233,9080,48465,506.92458009904885,85.63184795485816,0.99186126,85.45761411830213
43.0_186,9080,48371,585.5180526318679,97.95531920892294,1.053944975,99.27636852038353
43.0_12,9080,48023,229.71857505598413,42.16589430106289,1.071313634,42.91764508943007
43.0_93,9080,48183,205.2377319889021,38.32729351031049,0.957493489,37.92000362951143
43.0_40,9080,48079,553.5768304065126,92.94692956499304,1.015881745,93.31596942346408
43.0_122,9080,48241,356.9907583493963,62.12219654490994,1.002947638,62.16797498170475
43.0_98,9080,48193,156.38917422701007,30.66783047882497,1.025859485,30.866094054387403
43.0_35,9080,48069,528.4756241050175,89.01105570257202,0.989274439,88.77238232566893
43.0_216,9080,48431,396.23805683683264,68.27618031891426,1.056531797,69.24112411034531
43.0_214,9080,48427,705.4196027301157,116.75590478346346,0.978188061,116.11923661520679
43.0_52,9080,48103,542.1279848941878,91.15174843841224,0.995556719,91.05049523042395
43.0_172,9080,48343,214.5421117665312,39.78622200693128,0.974862148,39.53618696681894
43.0_23,9080,48045,439.5191654410357,75.06266627683176,1.019577205,75.4300455782188
43.0_226,9080,48451,360.2997629261988,62.64104908402846,1.025859485,63.04601540132164
43.0_164,9080,48327,337.98093789207985,59.14145312690094,1.049140878,59.86801886011388
43.0_184,9080,48367,77.17998060813457,18.247814042825784,1.007382189,18.281491245851033
43.0_236,9080,48471,258.8872609877041,46.73954973343091,0.969318959,46.381045223007675
43.0_24,9080,48047,643.8070645948293,107.0950472321813,0.934581642,105.34355169721587
43.0_142,9080,48283,527.7520427517238,88.89759801047721,1.007012643,89.05344979007845
43.0_70,9080,48137,439.6286526192852,75.07983388694446,1.145222819,77.80566016872291
43.0_144,9080,48287,269.23450344807287,48.36199929456903,1.010338556,48.486997604063745
43.0_198,9080,48395,194.9388349972207,36.712424527742485,0.959341219,36.33925392052936
43.0_252,9080,48503,166.6791244290152,32.28129660309141,1.026229031,32.49297338542208
43.0_13,9080,48025,484.57617764859,82.12761425329352,0.969318959,81.49767407825914
43.0_39,9080,48077,162.76541793917744,31.66762669043776,0.999991271,31.667557583759418
43.0_204,9080,48407,294.9021389616746,52.38668936383142,1.005534459,52.45917235993889
43.0_232,9080,48463,459.30459656140505,78.16502559247765,1.018468567,78.52592459553048
43.0_105,9080,48207,261.4899781,47.14765626133291,1.028076761,47.47859463047281
43.0_213,9080,48425,93.93987443,20.875768542568277,0.977448969,20.758076016680207
43.0_15,9080,48029,393.12811758079846,67.78854125947937,1.001839,67.81970704132343
43.0_92,9080,48181,102.51019364177088,22.21959620385708,0.974492602,22.07790518291431
43.0_9,9080,48017,563.5049109602894,94.50365446045323,1.004056276,94.5994876868283
43.0_128,9080,48253,271.4324648608669,48.70664005690206,0.980774883,48.47254234345935
43.0_124,9080,48245,414.4460894205369,71.13120324775423,0.96192804,70.45417716655413
43.0_201,9080,48401,220.26945900909536,40.68427113023874,1.00368673,40.721769110964736
43.0_88,9080,48173,438.1156732316223,74.84259843480089,1.120463242,77.09654394659096
43.0_87,9080,48171,326.8359174133754,57.39391182265427,1.043967236,58.024774739171725
43.0_77,9080,48151,320.48227277183355,56.39765914955998,1.071313634,57.40313965532209
43.0_108,9080,48213,121.1389692037086,25.14059171070531,0.987426709,25.061566716832587
43.0_209,9080,48417,222.2834352830511,41.000062988247024,1.028815853,41.29542593526204
43.0_182,9080,48363,124.71004581151732,25.70053719350628,0.986687617,25.615003344899854
43.0_244,9080,48487,257.4299060264064,46.51103620178843,0.943450744,45.85349507853837
43.0_78,9080,48153,428.2464831183759,73.29510757147628,0.999252179,73.28140466631648
43.0_181,9080,48361,412.0971838010785,70.76289440546688,0.949733025,69.87363524446508
43.0_200,9080,48399,299.4286081,53.09644058194043,1.024750847,53.42498605121247
43.0_42,9080,48083,256.2843061472265,46.33140592557385,1.024381302,46.61381092556285
43.0_156,9080,48317,469.2528850980793,79.72491910345151,1.100507762,81.72816240213126
43.0_242,9080,48483,423.3868895576837,72.53312238846223,0.957863035,71.7690409786064
43.0_55,9080,48109,725.4198310451445,119.89194433957378,1.231327019,126.82550586112066
43.0_168,9080,48335,373.1237162242825,64.65184736968011,1.024750847,65.05189436530868
43.0_116,9080,48229,805.7433168033564,132.48668199230008,1.086095471,135.33830781413866
43.0_230,9080,48459,191.30827814159588,36.14315253091275,0.968210321,35.855907726661314
43.0_146,9080,48291,353.3268784208138,61.54769948398192,0.964145316,60.99600615500064
43.0_246,9080,48491,239.09539109826292,43.63618081758528,0.998882633,43.62399141047237
43.0_174,9080,48347,255.55775497272927,46.217482564956526,0.985948525,46.05512661475042
43.0_151,9080,48301,629.0913463182106,104.78761984259629,1.071313634,106.65581633489279
43.0_126,9080,48249,565.2436374882519,94.77628710659415,0.948254841,93.55023359515405
43.0_231,9080,48461,501.4181652001232,84.76844106452731,1.131919165,87.56408655542334
43.0_176,9080,48351,375.41550899559246,65.01120090665125,1.014034016,65.23929296507704
43.0_139,9080,48277,167.10139100930002,32.34750808218745,0.971166688,32.11433663394839
43.0_187,9080,48373,296.8895784600878,52.69832025045067,0.988535347,52.54727826161209
43.0_43,9080,48085,62.84503888698772,16.000092488653724,0.967840775,15.871454845062868
43.0_100,9080,48197,308.9196847554755,54.58464317698438,1.026968123,54.95265451976139
43.0_162,9080,48311,509.40063300578174,86.02009351567015,1.071313634,87.55369488207572
43.0_51,9080,48101,340.6598514465986,59.561507275385736,1.08979093,60.898528058000394
43.0_83,9080,48163,474.9596869303313,80.61974670256332,1.009229919,80.80577513552961
43.0_91,9080,48179,460.5979164950537,78.36781840097677,0.90575706,76.52141499910323
43.0_56,9080,48111,648.2068953178698,107.78494151590186,0.95379803,106.5399723573095
43.0_66,9080,48261,648.0848698876538,107.76580790552596,0.999991271,107.76557273359165
43.0_80,9080,48157,374.2982618251882,64.83601634049771,0.933473004,63.75767999056265
43.0_6,9080,48011,474.1615681374994,80.49460152594976,0.917952075,78.84349776872327
43.0_44,9080,48087,391.80202830907217,67.58061021261516,0.975231694,67.16214590426196
43.0_34,9080,48067,249.7070725831986,45.30009446744072,0.951211209,44.74756025712767
43.0_211,9080,48421,597.7429866422415,99.87219115775773,0.978927153,99.34604330680219
43.0_223,9080,48445,502.7389647017383,84.97554267,0.955276214,84.02543567359825
43.0_147,9080,48293,137.65710575535482,27.73063862433323,0.996665357,27.707520679339687
43.0_193,9080,48385,420.6658226512448,72.10645858647939,1.036945863,72.7724674215672
43.0_153,9080,48305,454.4914460322308,77.41032268552826,0.923495264,75.92975861034547
43.0_143,9080,48285,371.9412874962344,64.46644232304604,1.007382189,64.58541818839262
43.0_177,9080,48353,325.2571182880226,57.14635582327908,0.986687617,56.95616727933564
43.0_84,9080,48165,529.7449337399862,89.21008369172867,1.004425822,89.30879067948484
43.0_170,9080,48339,304.7085237929475,53.92433234714692,0.958232581,53.36126230128728
43.0_48,9080,48095,314.02245154147926,55.38475796739849,1.058379527,56.193091960685045
43.0_101,9080,48199,363.0049564662681,63.06522393918331,0.947885295,62.24356755384594
43.0_102,9080,48201,353.0609053742151,61.50599486032191,0.963406224,60.94331071067797
43.0_145,9080,48289,185.11701550872644,35.172361387275835,1.013294924,35.28926485516193
43.0_19,9080,48037,251.44160195107676,45.572068998092114,0.968949413,45.2183091247933
43.0_130,9080,48257,66.96910585372937,16.646746963594456,0.982253066,16.572889783675052
43.0_1,9080,48001,161.96123478734634,31.54153062119416,0.956384852,31.197608489646683
43.0_206,9080,48411,246.8480788453864,44.85180371239401,1.090530022,45.86691240659969
43.0_207,9080,48413,393.7349784486041,67.88369715752799,1.056531797,68.84309400435771
43.0_45,9080,48089,348.41721167307105,60.77786281583394,0.995187174,60.70473449623782
43.0_166,9080,48331,216.5043546769852,40.09390206382627,0.963406224,39.72710524605387
43.0_149,9080,48297,498.57703365194425,84.32295110416986,1.062814078,85.64711821113173
43.0_17,9080,48033,416.9827211401539,71.52894757780399,0.999991271,71.52879148375814
43.0_160,9080,48307,281.29383258670725,50.25290436841227,1.040271776,50.758847795430796
43.0_127,9080,48251,53.79423430041201,14.58092462961495,0.979666245,14.506803392341936
43.0_169,9080,48337,124.77574887039944,25.71083944547892,0.990383077,25.649024654675785
43.0_217,9080,48433,309.8451205854741,54.72975168893755,1.034359042,55.19986714816999
43.0_46,9080,48091,347.5619484199922,60.64375737712116,0.988904893,60.47554513287586
43.0_68,9080,48133,179.69191368896867,34.32170440303021,1.018468567,34.4801725773606
43.0_47,9080,48093,172.27728265957882,33.15908886505373,1.023272664,33.35201394847937
43.0_135,9080,48269,320.4202678052948,56.387936759161335,0.999991271,56.38781370658634
43.0_239,9080,48477,285.23779926995434,50.871319085075775,0.985209434,50.68321518446706
43.0_240,9080,48479,596.2903359,99.64441524,0.973014418,98.97217460542473
43.0_76,9080,48149,317.3765408929534,55.910679807653054,1.031033128,56.34445062841253
43.0_103,9080,48203,245.8753317242901,44.699276781111024,1.020685842,44.93043732536311
43.0_189,9080,48377,754.0878802618736,124.38709984100488,1.161113293,129.3972036565309
43.0_8,9080,48015,323.21166028944214,56.82562762493695,0.97560124,56.4790089123694
43.0_191,9080,48381,517.4649251103183,87.28457603224479,0.899105233,85.08293679187801
43.0_112,9080,48221,86.82695973118896,19.760462181154068,0.998143541,19.75129105918898
43.0_235,9080,48469,437.0774344175218,74.67980239375463,0.940863923,73.57573475757916
43.0_118,9080,48233,529.4114765258417,89.15779753792305,0.943081198,87.88910878171876
43.0_50,9080,48099,168.19124318766646,32.51839710844432,0.918321621,31.854384617570314
43.0_121,9080,48239,421.1562489226371,72.18335752,1.022164026,72.58332597321014
43.0_221,9080,48441,277.4503278580186,49.65024210509164,0.985948525,49.475827321170726
43.0_253,9080,48505,670.1459687853949,111.22499235606496,1.008860373,111.47136608586419
43.0_205,9080,48409,526.8406547790055,88.75469220518397,0.994448082,88.63150251187437
43.0_94,9080,48185,261.1227227694037,47.09007056065141,1.006643097,47.16827653726922
43.0_140,9080,48279,520.7222920464848,87.79533177961332,0.953058938,86.76503025151897
44.0_79,9081,48155,645.9547247,107.43180073658888,1.071313634,109.34713876601138
44.0_16,9081,48031,322.8294384076864,56.76569516,0.995556719,56.70263867631094
44.0_111,9081,48219,809.5273643332802,133.0800213556875,0.862520187,128.50606724318354
44.0_150,9081,48299,360.6897372735885,62.70219713494163,1.024011756,63.078594599508655
44.0_219,9081,48437,821.1892340396272,134.90860471589983,0.949363479,133.2007791169555
44.0_225,9081,48449,387.87273416505246,66.96449615,1.001099908,66.98290984625784
44.0_175,9081,48349,288.8417601,51.43642082735694,1.040641322,51.95903186269997
44.0_20,9081,48039,67.17483574860645,16.679005449750044,0.942342106,16.438586367688266
44.0_109,9081,48215,475.9729226539327,80.77862225432341,0.967471229,80.12171492807181
44.0_5,9081,48009,548.9465008400974,92.22089301934052,1.002578092,92.28033150597203
44.0_196,9081,48391,252.60849307458065,45.75503774541549,0.996665357,45.71689356633237
44.0_2,9081,48003,773.3295922841453,127.40420389995124,1.032511312,128.43972335572698
44.0_85,9081,48167,38.89362617885391,12.244506477618597,0.961558494,12.126832160311992
44.0_62,9081,48123,228.93586546402707,42.04316529004056,1.005534459,42.10133683367255
44.0_90,9081,48177,232.36999559453312,42.58163753948006,0.979296699,42.36124242471688
44.0_241,9081,48481,118.15518982734808,24.672734544097796,0.969688505,24.48576767665536
44.0_75,9081,48147,439.7283754947937,75.09547045,0.942342106,74.01300878122844
44.0_154,9081,48313,158.74889613148082,31.037835316633725,1.008121281,31.100852062193248
44.0_171,9081,48341,928.8139937637222,151.78418725402565,0.919060713,148.71286128047183
44.0_229,9081,48457,136.40125994779504,27.533721765843005,1.002208546,27.548924138610772
44.0_148,9081,48295,872.2519670265168,142.91525083851704,1.023272664,143.74675549182717
44.0_26,9081,48051,168.6615588643044,32.59214269,0.981144428,32.43850681671861
44.0_125,9081,48247,459.726127058925,78.23112165365792,1.058379527,79.37289562336292
44.0_224,9081,48447,546.4854952055157,91.83500687,1.071313634,93.47227888707866
44.0_137,9081,48273,360.18140871667947,62.62249112,0.981144428,62.32729539746687
44.0_210,9081,48419,247.73869073400544,44.99145182379846,0.97560124,44.71701791502335
44.0_86,9081,48169,701.7685174021307,116.18341391831213,1.00368673,116.2904981377109
44.0_129,9081,48255,281.6632139,50.31082343256168,1.005904005,50.385082270836676
44.0_195,9081,48389,842.1767955847573,138.19945830792457,1.053944975,140.06324988878322
44.0_114,9081,48225,179.55967910014252,34.30096999466682,1.018099021,34.456173488730286
44.0_72,9081,48141,1088.4111640519684,176.80905352973312,1.065400899,179.69992129277904
44.0_33,9081,48065,860.2371417764956,141.0313239827668,0.924234356,138.35999171133506
44.0_163,9081,48325,389.4928881201996,67.21853659731214,0.9656235,66.64085209147775
44.0_243,9081,48485,582.0289327,97.40822456,0.920169351,95.46418411385935
44.0_36,9081,48071,48.84602232309045,13.805044062229694,0.982622612,13.745070160473077
44.0_65,9081,48129,791.0899693156446,130.1890343541297,0.906865698,127.1577681434732
44.0_113,9081,48223,382.6199382442678,66.14085676593295,1.046923603,66.91674859217409
44.0_141,9081,48281,342.07470517144014,59.78335660516958,0.920538897,58.5957437409473
44.0_74,9081,48145,243.9158073877516,44.39202299711657,0.97560124,44.12124541836129
44.0_215,9081,48429,487.3682933959038,82.56541852686946,1.000360816,82.57286625788227
44.0_227,9081,48453,266.25385386675646,47.89463288041225,1.002208546,47.92107725537963
44.0_197,9081,48393,863.0837929432167,141.47767942034832,1.281954811,151.45025751076906
44.0_54,9081,48107,728.20894,120.32927714734411,0.973014418,119.51748825347903
44.0_133,9081,48265,410.9643527242434,70.58526628,1.014773108,70.8459572204908
44.0_250,9081,48499,340.91795477523016,59.601977925790464,0.970058051,59.15582807995218
44.0_120,9081,48237,485.9950973022196,82.35010112147495,1.010338556,82.56294640448746
44.0_155,9081,48315,348.7583887442434,60.83135944467144,0.938277101,59.8926874809124
44.0_96,9081,48189,797.1879113724201,131.14519281390824,0.854759722,126.38330174824434
44.0_123,9081,48243,875.8037589958755,143.47217248638714,1.215436544,151.1994597365469
44.0_220,9081,48439,396.8568759649767,68.37321127442986,0.994448082,68.27831065883178
44.0_237,9081,48473,90.41560700221852,20.32316274724807,0.992969898,20.28744427047913
44.0_192,9081,48383,641.4274768895594,106.7219274330762,0.997404449,106.65267688170849
44.0_212,9081,48423,294.73062319811964,52.35979565989302,0.95379803,51.755014232821885
44.0_234,9081,48467,322.7151976092044,56.74778218343325,0.97560124,56.40163830392679
44.0_49,9081,48097,477.8512478660783,81.07314400036276,0.992969898,80.93065588241694
44.0_254,9081,48507,461.3809448074183,78.49059738741886,1.092008206,80.29604215079003
44.0_97,9081,48191,748.4467990182625,123.50257724253518,0.921647535,121.08339440233381
44.0_131,9081,48259,348.6400191729758,60.81279907366528,1.00368673,60.8688491663475
44.0_89,9081,48175,253.95972469050344,45.96691111657179,1.108268226,47.21110009689451
44.0_251,9081,48501,826.8888734370204,135.80230924388056,1.056531797,137.72159638845713
44.0_138,9081,48275,614.9119192531805,102.56428301571108,1.071313634,104.39284095082479
44.0_161,9081,48309,285.1929162111079,50.86428141301901,0.942342106,50.131099576494506
44.0_22,9081,48043,786.9962737406948,129.5471421191261,1.186611962,135.59090370971185
44.0_183,9081,48365,281.53168753515735,50.29020006900162,0.943081198,49.57458558393465
44.0_10,9081,48019,399.8318662834619,68.83969031511181,1.045075873,69.61544259961263
44.0_185,9081,48369,898.6744406119975,147.05829965921887,0.970058051,145.95749663211313
44.0_199,9081,48397,373.2411898428147,64.67026726,0.990013531,64.50881035519657
44.0_228,9081,48455,151.70520179751088,29.93338272216603,0.977818515,29.767391002203283
44.0_18,9081,48035,341.4855862782501,59.69098265207287,1.009969011,59.8397476677377
44.0_41,9081,48081,571.2809937325674,95.7229457,1.045445419,96.81048804381268
44.0_81,9081,48159,383.2460413369543,66.23902984845682,0.98373125,65.96962329424505
44.0_110,9081,48217,317.2613734105753,55.89262152478615,0.966732137,55.4277645058868
44.0_29,9081,48057,202.2102324749332,37.85258101791474,0.977448969,37.639177335923485
44.0_119,9081,48235,589.9860118689568,98.65589605644176,1.095334119,101.00721429011588
44.0_165,9081,48329,703.5121421076487,116.45681459961372,0.964145316,115.41293402783478
44.0_25,9081,48049,436.2559392221918,74.55099179283896,1.026968123,75.05361687194929
44.0_247,9081,48493,294.7148082595807,52.35731587455985,0.996295811,52.308830526176834
44.0_180,9081,48359,943.9560462194056,154.15846392295936,0.914995708,150.88243115256466
44.0_82,9081,48161,241.36348351588157,43.99181813464635,0.980405337,43.776316921869935
44.0_202,9081,48403,216.86939820034016,40.15114095684845,1.002947638,40.18072871405539
44.0_59,9081,48117,913.6775716,149.41079341822712,0.914995708,146.23565374030846
44.0_3,9081,48005,176.80714515242576,33.86937215470167,0.98373125,33.73161906764122
44.0_132,9081,48263,661.1916080933717,109.8209469178055,0.999991271,109.82070726104409
44.0_194,9081,48387,432.5394501114149,73.96824560226214,1.022903118,74.39177146658254
44.0_136,9081,48271,515.7697444081327,87.01877137976419,0.986318071,86.72112521684289
44.0_61,9081,48121,430.7846194346049,73.69308782255735,0.981144428,73.34570649172221
44.0_218,9081,48435,529.8514447158161,89.22678463,0.999621725,89.21834656451102
44.0_95,9081,48187,274.92265417888166,49.253902397471606,0.982622612,49.03992635435286
44.0_248,9081,48495,795.1550014850534,130.82643216176112,1.085356379,133.6181497934654
44.0_64,9081,48127,474.80571405290334,80.59560372646443,1.099399124,82.59838682862986
44.0_249,9081,48497,456.62268205631847,77.74450089438021,0.991122168,77.57195023991417
44.0_107,9081,48211,832.5479448502244,136.68965270432122,1.04359769,138.17949098052387
44.0_188,9081,48375,895.2987698936073,146.5289938565786,0.901322509,142.9142154884482
44.0_38,9081,48075,717.7287134776205,118.68597566048996,0.861781095,114.58481426182757
44.0_245,9081,48489,437.49609338723,74.7454482,0.953058938,73.8682905204565
44.0_11,9081,48021,216.52324905287333,40.09686470551415,0.985209434,39.948600874559155
44.0_134,9081,48267,454.7788328823033,77.45538499759478,1.004056276,77.5339301024039
44.0_208,9081,48415,646.5946810375618,107.53214601395388,1.017359929,107.99883361895884
44.0_179,9081,48357,901.2458319739434,147.46149430771413,1.001839,147.5292897297221
44.0_99,9081,48195,931.74136194211,152.24319913419626,1.00368673,152.38351902658226
44.0_104,9081,48205,975.5405620801292,159.11092194192076,0.960449857,157.53770701300456
44.0_31,9081,48061,461.94057250342496,78.57834711525837,0.966362591,77.91755411514339
44.0_158,9081,48321,126.96104258723648,26.053493910706727,0.982253066,25.93790150148105
44.0_27,9081,48053,318.2149241665118,56.04213846240675,0.997404449,56.00577340527469
44.0_190,9081,48379,355.18799474654213,61.83952287339898,0.97190578,61.4051895833239
44.0_106,9081,48209,284.2974628976343,50.72387416528809,1.002208546,50.75188066763615
44.0_157,9081,48319,411.0834200696405,70.60393606197883,1.05357543,71.54959512053208
